Date,Category,Product_ID,Units_Sold,Price,Total_Sales
2023-02-02,Home Appliances,PROD_HOM_351,7,394.01,2758.06
2023-02-02,Clothing,PROD_CLO_225,5,49.15,245.76
2023-02-02,Accessories,PROD_ACC_853,8,24.38,195.07
2023-02-03,Electronics,PROD_ELE_994,14,821.38,11499.26
2023-02-03,Home Appliances,PROD_HOM_486,13,409.77,5326.99
2023-02-03,Clothing,PROD_CLO_508,21,49.89,1047.66
2023-02-03,Accessories,PROD_ACC_216,12,25.07,300.85
2023-02-04,Electronics,PROD_ELE_775,20,833.53,16670.59
2023-02-04,Home Appliances,PROD_HOM_540,10,407.82,4078.16
2023-02-04,Clothing,PROD_CLO_612,39,48.97,1909.93
2023-02-04,Accessories,PROD_ACC_358,12,25.49,305.91
2023-02-05,Electronics,PROD_ELE_221,20,786.85,15737.06
2023-02-05,Home Appliances,PROD_HOM_747,24,405.87,9740.97
2023-02-05,Clothing,PROD_CLO_839,27,49.3,1331.15
2023-02-05,Accessories,PROD_ACC_244,16,25.5,407.93
2023-02-06,Electronics,PROD_ELE_657,15,814.78,12221.68
2023-02-06,Home Appliances,PROD_HOM_693,5,412.9,2064.51
2023-02-06,Clothing,PROD_CLO_923,19,49.59,942.23
2023-02-06,Accessories,PROD_ACC_976,14,25.92,362.81
2023-02-07,Electronics,PROD_ELE_323,9,824.84,7423.6
2023-02-07,Home Appliances,PROD_HOM_952,15,386.02,5790.25
2023-02-07,Clothing,PROD_CLO_560,12,51.71,620.53
2023-02-07,Accessories,PROD_ACC_198,5,24.92,124.61
2023-02-08,Electronics,PROD_ELE_969,9,839.98,7559.8
2023-02-08,Home Appliances,PROD_HOM_664,6,402.22,2413.3
2023-02-08,Clothing,PROD_CLO_784,16,48.76,780.12
2023-02-08,Accessories,PROD_ACC_548,14,24.27,339.75
2023-02-09,Electronics,PROD_ELE_650,19,781.49,14848.38
2023-02-09,Home Appliances,PROD_HOM_537,17,399.93,6798.75
2023-02-09,Clothing,PROD_CLO_335,16,51.58,825.31
2023-02-09,Accessories,PROD_ACC_862,10,23.97,239.71
2023-02-10,Electronics,PROD_ELE_328,15,793.64,11904.64
2023-02-10,Home Appliances,PROD_HOM_174,8,405.57,3244.6
2023-02-10,Clothing,PROD_CLO_405,14,52.4,733.63
2023-02-10,Accessories,PROD_ACC_434,5,25.34,126.71
2023-02-11,Electronics,PROD_ELE_580,12,803.8,9645.55
2023-02-11,Home Appliances,PROD_HOM_641,15,416.42,6246.28
2023-02-11,Clothing,PROD_CLO_237,15,51.48,772.24
2023-02-11,Accessories,PROD_ACC_884,16,25.86,413.68
2023-02-12,Electronics,PROD_ELE_549,7,809.66,5667.65
2023-02-12,Home Appliances,PROD_HOM_142,16,388.37,6213.84
2023-02-12,Clothing,PROD_CLO_947,16,49.8,796.81
2023-02-12,Accessories,PROD_ACC_619,24,24.75,594.02
2023-02-13,Electronics,PROD_ELE_294,14,831.74,11644.4
2023-02-13,Home Appliances,PROD_HOM_160,13,406.7,5287.13
2023-02-13,Clothing,PROD_CLO_937,14,47.66,667.23
2023-02-13,Accessories,PROD_ACC_623,4,25.09,100.34
2023-02-14,Electronics,PROD_ELE_172,16,786.41,12582.53
2023-02-14,Home Appliances,PROD_HOM_220,11,411.98,4531.74
2023-02-14,Clothing,PROD_CLO_672,15,52.1,781.57
2023-02-14,Accessories,PROD_ACC_356,6,24.44,146.65
2023-02-15,Electronics,PROD_ELE_738,8,776.75,6213.98
2023-02-15,Home Appliances,PROD_HOM_573,10,399.38,3993.81
2023-02-15,Clothing,PROD_CLO_625,6,51.24,307.42
2023-02-15,Accessories,PROD_ACC_106,17,24.38,414.48
2023-02-16,Electronics,PROD_ELE_373,18,802.57,14446.24
2023-02-16,Home Appliances,PROD_HOM_982,15,394.17,5912.49
2023-02-16,Clothing,PROD_CLO_138,6,48.41,290.47
2023-02-16,Accessories,PROD_ACC_185,11,25.85,284.37
2023-02-17,Electronics,PROD_ELE_124,4,787.43,3149.74
2023-02-17,Home Appliances,PROD_HOM_332,7,394.2,2759.43
2023-02-17,Clothing,PROD_CLO_722,14,51.18,716.58
2023-02-17,Accessories,PROD_ACC_847,12,25.22,302.6
2023-02-18,Electronics,PROD_ELE_419,12,831.97,9983.66
2023-02-18,Home Appliances,PROD_HOM_414,7,389.77,2728.42
2023-02-18,Clothing,PROD_CLO_376,6,47.54,285.23
2023-02-18,Accessories,PROD_ACC_723,13,24.66,320.62
2023-02-19,Electronics,PROD_ELE_763,22,824.47,18138.32
2023-02-19,Home Appliances,PROD_HOM_998,13,413.69,5378.0
2023-02-19,Clothing,PROD_CLO_105,2,52.49,104.97
2023-02-19,Accessories,PROD_ACC_174,8,25.19,201.52
2023-02-20,Electronics,PROD_ELE_673,5,799.26,3996.3
2023-02-20,Home Appliances,PROD_HOM_814,13,408.74,5313.6
2023-02-20,Clothing,PROD_CLO_509,8,48.53,388.2
2023-02-20,Accessories,PROD_ACC_823,10,25.53,255.27
2023-02-21,Electronics,PROD_ELE_753,13,816.58,10615.52
2023-02-21,Home Appliances,PROD_HOM_238,10,403.25,4032.5
2023-02-21,Clothing,PROD_CLO_789,6,47.76,286.55
2023-02-21,Accessories,PROD_ACC_749,12,24.09,289.03
2023-02-22,Electronics,PROD_ELE_876,8,760.22,6081.73
2023-02-22,Home Appliances,PROD_HOM_649,16,398.93,6382.83
2023-02-22,Clothing,PROD_CLO_335,2,51.75,103.51
2023-02-22,Accessories,PROD_ACC_475,5,24.06,120.3
2023-02-23,Electronics,PROD_ELE_448,11,763.85,8402.32
2023-02-23,Home Appliances,PROD_HOM_328,11,413.12,4544.29
2023-02-23,Clothing,PROD_CLO_950,7,48.43,339.02
2023-02-23,Accessories,PROD_ACC_673,14,25.33,354.68
2023-02-24,Electronics,PROD_ELE_939,15,814.64,12219.58
2023-02-24,Home Appliances,PROD_HOM_899,10,408.55,4085.51
2023-02-24,Clothing,PROD_CLO_764,4,49.69,198.77
2023-02-24,Accessories,PROD_ACC_602,4,26.0,104.0
2023-02-25,Electronics,PROD_ELE_297,13,809.94,10529.21
2023-02-25,Home Appliances,PROD_HOM_278,13,393.31,5113.06
2023-02-25,Clothing,PROD_CLO_388,18,51.89,934.08
2023-02-25,Accessories,PROD_ACC_519,10,25.6,256.04
2023-02-26,Electronics,PROD_ELE_697,7,762.68,5338.78
2023-02-26,Home Appliances,PROD_HOM_734,8,410.5,3283.99
2023-02-26,Clothing,PROD_CLO_327,19,48.05,913.01
2023-02-26,Accessories,PROD_ACC_795,22,24.07,529.51
2023-02-27,Electronics,PROD_ELE_943,28,778.34,21793.52
2023-02-27,Home Appliances,PROD_HOM_194,17,408.8,6949.62
2023-02-27,Clothing,PROD_CLO_168,19,48.76,926.42
2023-02-27,Accessories,PROD_ACC_941,9,24.2,217.84
2023-02-28,Electronics,PROD_ELE_401,8,796.96,6375.68
2023-02-28,Home Appliances,PROD_HOM_240,13,386.13,5019.74
2023-02-28,Clothing,PROD_CLO_455,19,52.16,991.05
2023-02-28,Accessories,PROD_ACC_904,7,25.73,180.08
2023-03-01,Electronics,PROD_ELE_150,13,789.95,10269.41
2023-03-01,Home Appliances,PROD_HOM_396,18,384.17,6915.06
2023-03-01,Clothing,PROD_CLO_445,17,48.68,827.55
2023-03-01,Accessories,PROD_ACC_924,19,24.22,460.1
2023-03-02,Electronics,PROD_ELE_760,5,807.3,4036.51
2023-03-02,Home Appliances,PROD_HOM_236,16,382.19,6115.05
2023-03-02,Clothing,PROD_CLO_674,16,49.17,786.68
2023-03-02,Accessories,PROD_ACC_174,7,25.09,175.65
2023-03-03,Electronics,PROD_ELE_628,15,819.0,12285.0
2023-03-03,Home Appliances,PROD_HOM_862,17,381.31,6482.34
2023-03-03,Clothing,PROD_CLO_600,10,48.33,483.28
2023-03-03,Accessories,PROD_ACC_384,11,24.53,269.82
2023-03-04,Electronics,PROD_ELE_148,29,777.01,22533.42
2023-03-04,Home Appliances,PROD_HOM_460,17,419.02,7123.37
2023-03-04,Clothing,PROD_CLO_459,19,50.18,953.33
2023-03-04,Accessories,PROD_ACC_835,5,24.5,122.49
2023-03-05,Electronics,PROD_ELE_417,20,823.98,16479.65
2023-03-05,Home Appliances,PROD_HOM_528,23,387.63,8915.43
2023-03-05,Clothing,PROD_CLO_689,12,47.83,573.94
2023-03-05,Accessories,PROD_ACC_293,8,24.88,199.07
2023-03-06,Electronics,PROD_ELE_930,12,804.77,9657.25
2023-03-06,Home Appliances,PROD_HOM_154,11,387.28,4260.05
2023-03-06,Clothing,PROD_CLO_261,13,51.99,675.83
2023-03-06,Accessories,PROD_ACC_154,16,25.75,412.03
2023-03-07,Electronics,PROD_ELE_412,19,792.64,15060.14
2023-03-07,Home Appliances,PROD_HOM_542,9,390.16,3511.4
2023-03-07,Clothing,PROD_CLO_678,23,51.5,1184.49
2023-03-07,Accessories,PROD_ACC_363,7,25.38,177.67
2023-03-08,Electronics,PROD_ELE_913,17,808.26,13740.35
2023-03-08,Home Appliances,PROD_HOM_599,14,418.51,5859.08
2023-03-08,Clothing,PROD_CLO_106,13,49.12,638.56
2023-03-08,Accessories,PROD_ACC_250,14,23.96,335.49
2023-03-09,Electronics,PROD_ELE_914,6,831.41,4988.48
2023-03-09,Home Appliances,PROD_HOM_845,10,393.67,3936.73
2023-03-09,Clothing,PROD_CLO_360,9,48.84,439.56
2023-03-09,Accessories,PROD_ACC_833,10,24.77,247.74
2023-03-10,Electronics,PROD_ELE_953,8,835.88,6687.01
2023-03-10,Home Appliances,PROD_HOM_813,15,385.6,5784.07
2023-03-10,Clothing,PROD_CLO_820,12,51.5,617.99
2023-03-10,Accessories,PROD_ACC_625,6,23.81,142.84
2023-03-11,Electronics,PROD_ELE_857,20,780.63,15612.62
2023-03-11,Home Appliances,PROD_HOM_103,15,413.4,6200.96
2023-03-11,Clothing,PROD_CLO_952,17,52.07,885.22
2023-03-11,Accessories,PROD_ACC_133,20,25.19,503.83
2023-03-12,Electronics,PROD_ELE_728,26,817.62,21258.02
2023-03-12,Home Appliances,PROD_HOM_126,20,385.6,7712.01
2023-03-12,Clothing,PROD_CLO_784,25,49.97,1249.28
2023-03-12,Accessories,PROD_ACC_575,7,24.8,173.58
2023-03-13,Electronics,PROD_ELE_462,5,773.3,3866.51
2023-03-13,Home Appliances,PROD_HOM_391,6,383.31,2299.87
2023-03-13,Clothing,PROD_CLO_906,7,51.1,357.67
2023-03-13,Accessories,PROD_ACC_197,13,25.17,327.16
2023-03-14,Electronics,PROD_ELE_388,11,818.61,9004.66
2023-03-14,Home Appliances,PROD_HOM_247,14,381.25,5337.46
2023-03-14,Clothing,PROD_CLO_464,5,49.98,249.91
2023-03-14,Accessories,PROD_ACC_253,14,24.59,344.2
2023-03-15,Electronics,PROD_ELE_316,7,818.26,5727.79
2023-03-15,Home Appliances,PROD_HOM_141,16,407.54,6520.58
2023-03-15,Clothing,PROD_CLO_271,4,51.5,205.99
2023-03-15,Accessories,PROD_ACC_965,6,24.43,146.58
2023-03-16,Electronics,PROD_ELE_116,14,833.39,11667.39
2023-03-16,Home Appliances,PROD_HOM_596,12,407.62,4891.47
2023-03-16,Clothing,PROD_CLO_760,12,51.29,615.5
2023-03-16,Accessories,PROD_ACC_473,4,25.4,101.59
2023-03-17,Electronics,PROD_ELE_754,6,799.15,4794.92
2023-03-17,Home Appliances,PROD_HOM_976,15,419.51,6292.6
2023-03-17,Clothing,PROD_CLO_893,10,52.5,524.97
2023-03-17,Accessories,PROD_ACC_490,9,24.93,224.4
2023-03-18,Electronics,PROD_ELE_576,8,793.74,6349.93
2023-03-18,Home Appliances,PROD_HOM_471,7,409.8,2868.62
2023-03-18,Clothing,PROD_CLO_625,15,50.72,760.84
2023-03-18,Accessories,PROD_ACC_719,27,24.66,665.87
2023-03-19,Electronics,PROD_ELE_138,11,792.36,8715.95
2023-03-19,Home Appliances,PROD_HOM_615,30,412.16,12364.77
2023-03-19,Clothing,PROD_CLO_592,6,50.1,300.61
2023-03-19,Accessories,PROD_ACC_549,20,25.94,518.83
2023-03-20,Electronics,PROD_ELE_913,8,765.6,6124.82
2023-03-20,Home Appliances,PROD_HOM_576,8,382.11,3056.86
2023-03-20,Clothing,PROD_CLO_476,12,48.86,586.3
2023-03-20,Accessories,PROD_ACC_458,13,23.98,311.73
2023-03-21,Electronics,PROD_ELE_241,7,768.84,5381.87
2023-03-21,Home Appliances,PROD_HOM_423,12,391.49,4697.87
2023-03-21,Clothing,PROD_CLO_684,6,52.05,312.31
2023-03-21,Accessories,PROD_ACC_443,22,24.71,543.64
2023-03-22,Electronics,PROD_ELE_539,14,793.41,11107.69
2023-03-22,Home Appliances,PROD_HOM_110,21,417.79,8773.57
2023-03-22,Clothing,PROD_CLO_674,11,52.21,574.35
2023-03-22,Accessories,PROD_ACC_592,10,25.27,252.69
2023-03-23,Electronics,PROD_ELE_873,13,822.37,10690.77
2023-03-23,Home Appliances,PROD_HOM_146,9,382.31,3440.82
2023-03-23,Clothing,PROD_CLO_672,8,52.47,419.8
2023-03-23,Accessories,PROD_ACC_789,12,24.74,296.89
2023-03-24,Electronics,PROD_ELE_880,7,825.27,5776.87
2023-03-24,Home Appliances,PROD_HOM_188,12,409.91,4918.98
2023-03-24,Clothing,PROD_CLO_422,8,49.79,398.3
2023-03-24,Accessories,PROD_ACC_748,17,24.07,409.25
2023-03-25,Electronics,PROD_ELE_325,17,804.07,13669.17
2023-03-25,Home Appliances,PROD_HOM_137,15,390.11,5851.59
2023-03-25,Clothing,PROD_CLO_136,23,50.16,1153.75
2023-03-25,Accessories,PROD_ACC_895,18,24.02,432.43
2023-03-26,Electronics,PROD_ELE_422,6,832.52,4995.13
2023-03-26,Home Appliances,PROD_HOM_139,13,406.48,5284.3
2023-03-26,Clothing,PROD_CLO_435,6,50.11,300.64
2023-03-26,Accessories,PROD_ACC_670,16,24.36,389.81
2023-03-27,Electronics,PROD_ELE_792,16,779.1,12465.52
2023-03-27,Home Appliances,PROD_HOM_766,15,384.23,5763.5
2023-03-27,Clothing,PROD_CLO_860,12,52.31,627.68
2023-03-27,Accessories,PROD_ACC_525,7,25.95,181.63
2023-03-28,Electronics,PROD_ELE_181,17,832.7,14155.83
2023-03-28,Home Appliances,PROD_HOM_688,7,402.25,2815.73
2023-03-28,Clothing,PROD_CLO_212,16,50.58,809.35
2023-03-28,Accessories,PROD_ACC_322,13,25.33,329.28
2023-03-29,Electronics,PROD_ELE_685,6,820.88,4925.29
2023-03-29,Home Appliances,PROD_HOM_930,13,418.52,5440.76
2023-03-29,Clothing,PROD_CLO_295,5,48.01,240.06
2023-03-29,Accessories,PROD_ACC_341,7,25.47,178.29
2023-03-30,Electronics,PROD_ELE_573,12,787.67,9452.05
2023-03-30,Home Appliances,PROD_HOM_405,14,381.83,5345.62
2023-03-30,Clothing,PROD_CLO_106,13,51.29,666.79
2023-03-30,Accessories,PROD_ACC_745,15,23.81,357.08
2023-03-31,Electronics,PROD_ELE_637,19,814.66,15478.61
2023-03-31,Home Appliances,PROD_HOM_384,5,390.95,1954.73
2023-03-31,Clothing,PROD_CLO_983,17,50.97,866.46
2023-03-31,Accessories,PROD_ACC_183,6,25.68,154.09
2023-04-01,Electronics,PROD_ELE_539,5,837.06,4185.29
2023-04-01,Home Appliances,PROD_HOM_402,24,409.25,9822.02
2023-04-01,Clothing,PROD_CLO_552,20,51.3,1026.01
2023-04-01,Accessories,PROD_ACC_669,8,24.53,196.24
2023-04-02,Electronics,PROD_ELE_892,21,776.03,16296.6
2023-04-02,Home Appliances,PROD_HOM_370,16,394.74,6315.86
2023-04-02,Clothing,PROD_CLO_756,37,48.43,1791.82
2023-04-02,Accessories,PROD_ACC_690,18,25.69,462.45
2023-04-03,Electronics,PROD_ELE_792,15,810.1,12151.46
2023-04-03,Home Appliances,PROD_HOM_998,7,416.83,2917.84
2023-04-03,Clothing,PROD_CLO_372,17,48.09,817.47
2023-04-03,Accessories,PROD_ACC_839,15,25.46,381.96
2023-04-04,Electronics,PROD_ELE_600,11,765.14,8416.5
2023-04-04,Home Appliances,PROD_HOM_683,9,403.61,3632.5
2023-04-04,Clothing,PROD_CLO_419,10,49.82,498.23
2023-04-04,Accessories,PROD_ACC_706,4,24.95,99.8
2023-04-05,Electronics,PROD_ELE_201,16,828.81,13260.96
2023-04-05,Home Appliances,PROD_HOM_313,15,381.58,5723.77
2023-04-05,Clothing,PROD_CLO_771,13,52.43,681.63
2023-04-05,Accessories,PROD_ACC_185,20,25.0,499.94
2023-04-06,Electronics,PROD_ELE_964,11,760.78,8368.6
2023-04-06,Home Appliances,PROD_HOM_844,5,401.37,2006.85
2023-04-06,Clothing,PROD_CLO_202,7,49.29,345.02
2023-04-06,Accessories,PROD_ACC_189,6,26.19,157.16
2023-04-07,Electronics,PROD_ELE_527,7,763.29,5343.06
2023-04-07,Home Appliances,PROD_HOM_416,5,418.06,2090.31
2023-04-07,Clothing,PROD_CLO_959,18,52.24,940.26
2023-04-07,Accessories,PROD_ACC_210,18,25.71,462.75
2023-04-08,Electronics,PROD_ELE_994,19,822.71,15631.43
2023-04-08,Home Appliances,PROD_HOM_799,10,381.63,3816.3
2023-04-08,Clothing,PROD_CLO_623,11,50.47,555.13
2023-04-08,Accessories,PROD_ACC_342,22,24.95,548.86
2023-04-09,Electronics,PROD_ELE_387,11,794.69,8741.62
2023-04-09,Home Appliances,PROD_HOM_822,8,386.47,3091.74
2023-04-09,Clothing,PROD_CLO_544,18,49.52,891.29
2023-04-09,Accessories,PROD_ACC_306,22,24.8,545.51
2023-04-10,Electronics,PROD_ELE_123,17,836.86,14226.66
2023-04-10,Home Appliances,PROD_HOM_831,6,405.15,2430.9
2023-04-10,Clothing,PROD_CLO_839,4,49.48,197.91
2023-04-10,Accessories,PROD_ACC_873,7,25.24,176.71
2023-04-11,Electronics,PROD_ELE_651,6,809.84,4859.02
2023-04-11,Home Appliances,PROD_HOM_966,7,409.32,2865.27
2023-04-11,Clothing,PROD_CLO_625,15,48.4,725.98
2023-04-11,Accessories,PROD_ACC_392,20,25.03,500.63
2023-04-12,Electronics,PROD_ELE_480,18,767.79,13820.25
2023-04-12,Home Appliances,PROD_HOM_330,23,403.72,9285.48
2023-04-12,Clothing,PROD_CLO_956,13,50.76,659.89
2023-04-12,Accessories,PROD_ACC_262,10,24.75,247.48
2023-04-13,Electronics,PROD_ELE_775,9,807.9,7271.07
2023-04-13,Home Appliances,PROD_HOM_386,20,389.48,7789.62
2023-04-13,Clothing,PROD_CLO_460,14,50.85,711.86
2023-04-13,Accessories,PROD_ACC_875,4,24.87,99.49
2023-04-14,Electronics,PROD_ELE_220,13,773.41,10054.32
2023-04-14,Home Appliances,PROD_HOM_303,17,409.46,6960.75
2023-04-14,Clothing,PROD_CLO_466,22,49.73,1094.1
2023-04-14,Accessories,PROD_ACC_350,19,25.15,477.76
2023-04-15,Electronics,PROD_ELE_392,7,769.84,5388.86
2023-04-15,Home Appliances,PROD_HOM_100,9,382.07,3438.61
2023-04-15,Clothing,PROD_CLO_260,11,47.94,527.37
2023-04-15,Accessories,PROD_ACC_111,5,25.21,126.06
2023-04-16,Electronics,PROD_ELE_283,18,806.41,14515.36
2023-04-16,Home Appliances,PROD_HOM_527,27,400.87,10823.47
